ID,Cidade,Estado,Sigla,IBGE,Latitude,Longitude
345,ARARENDÁ,CEARÁ,CE,2301257,-4.750439,-40.830361
346,ARARI,MARANHÃO,MA,2101004,-3.454674,-44.776972
347,ARARICÁ,RIO GRANDE DO SUL,RS,4300877,-29.616832,-50.929128
348,ARARIPE,CEARÁ,CE,2301307,-7.212861,-40.135922
349,ARARIPINA,PERNAMBUCO,PE,2601102,-7.576858,-40.503851
350,ARARUAMA,RIO DE JANEIRO,RJ,3300209,-22.873320,-42.342890
351,ARARUNA,PARAÍBA,PB,2501005,-6.532115,-35.739759
352,ARARUNA,PARANÁ,PR,4101705,-23.932031,-52.497605
353,ARATACA,BAHIA,BA,2902252,-15.261742,-39.412294
354,ARATIBA,RIO GRANDE DO SUL,RS,4300901,-27.395573,-52.302432
355,ARATUBA,CEARÁ,CE,2301406,-4.419596,-39.046374
356,ARATUÍPE,BAHIA,BA,2902302,-13.077137,-39.001079
357,ARAUÁ,SERGIPE,SE,2800407,-11.264401,-37.618106
358,ARAUCÁRIA,PARANÁ,PR,4101804,-25.586111,-49.405121
359,ARAÚJOS,MINAS GERAIS,MG,3103900,-19.948055,-45.165556
360,ARAXÁ,MINAS GERAIS,MG,3104007,-19.592854,-46.940241
361,ARCEBURGO,MINAS GERAIS,MG,3104106,-21.364444,-46.939722
362,ARCO-ÍRIS,SÃO PAULO,SP,3503356,-21.774131,-50.466881
363,ARCOS,MINAS GERAIS,MG,3104205,-20.282223,-45.539444
364,ARCOVERDE,PERNAMBUCO,PE,2601201,-8.415192,-37.057748
365,AREADO,MINAS GERAIS,MG,3104304,-21.358277,-46.147669
366,AREAL,RIO DE JANEIRO,RJ,3300225,-22.231492,-43.105626
367,AREALVA,SÃO PAULO,SP,3503406,-22.030191,-48.911194
368,AREIA,PARAÍBA,PB,2501104,-6.968024,-35.699478
369,AREIA BRANCA,RIO GRANDE DO NORTE,RN,2401107,-4.950665,-37.126331
370,AREIA BRANCA,SERGIPE,SE,2800506,-10.759145,-37.314807
371,AREIA DE BARAÚNAS,PARAÍBA,PB,2501153,-7.123395,-36.944622
372,AREIAL,PARAÍBA,PB,2501203,-7.050131,-35.924524
373,AREIAS,SÃO PAULO,SP,3503505,-22.580093,-44.697513
374,AREIÓPOLIS,SÃO PAULO,SP,3503604,-22.675806,-48.667365
375,ARENÁPOLIS,MATO GROSSO,MT,5101308,-14.461037,-56.843281
376,ARENÓPOLIS,GOIÁS,GO,5202353,-16.385929,-51.559370
377,ARÊS,RIO GRANDE DO NORTE,RN,2401206,-6.196922,-35.164297
378,ARGIRITA,MINAS GERAIS,MG,3104403,-21.612761,-42.837192
379,ARICANDUVA,MINAS GERAIS,MG,3104452,-17.867800,-42.556900
380,ARINOS,MINAS GERAIS,MG,3104502,-15.917223,-46.106111
381,ARIPUANÃ,MATO GROSSO,MT,5101407,-10.175806,-59.443966
382,ARIQUEMES,RONDÔNIA,RO,1100023,-9.907652,-63.033069
383,ARIRANHA,SÃO PAULO,SP,3503703,-21.187160,-48.790418
384,ARIRANHA DO IVAÍ,PARANÁ,PR,4101853,-24.383453,-51.587677
385,ARMAÇÃO DOS BÚZIOS,RIO DE JANEIRO,RJ,3300233,-22.759780,-41.887527
386,ARMAZÉM,SANTA CATARINA,SC,4201505,-28.262500,-49.019013
387,ARNEIROZ,CEARÁ,CE,2301505,-6.323510,-40.160386
388,AROAZES,PIAUÍ,PI,2200905,-6.110881,-41.788614
389,AROEIRAS,PARAÍBA,PB,2501302,-7.546290,-35.708000
390,AROEIRAS DO ITAIM,PIAUÍ,PI,2200954,-7.280081,-41.562373
391,ARRAIAL,PIAUÍ,PI,2201002,-6.654163,-42.533533
392,ARRAIAL DO CABO,RIO DE JANEIRO,RJ,3300258,-22.966284,-42.024427
393,ARRAIAS,TOCANTINS,TO,1702406,-12.928779,-46.943723
394,ARROIO DO MEIO,RIO GRANDE DO SUL,RS,4301008,-29.402039,-51.944499
395,ARROIO DO PADRE,RIO GRANDE DO SUL,RS,4301073,-31.467261,-52.308642
396,ARROIO DO SAL,RIO GRANDE DO SUL,RS,4301057,-29.549852,-49.887439
397,ARROIO DO TIGRE,RIO GRANDE DO SUL,RS,4301206,-29.653317,-50.403861
398,ARROIO DOS RATOS,RIO GRANDE DO SUL,RS,4301107,-30.033249,-51.605660
399,ARROIO GRANDE,RIO GRANDE DO SUL,RS,4301305,-29.749205,-50.737267
400,ARROIO TRINTA,SANTA CATARINA,SC,4201604,-26.930198,-51.334928
401,ARTUR NOGUEIRA,SÃO PAULO,SP,3503802,-22.559500,-47.132446
402,ARUANÃ,GOIÁS,GO,5202502,-14.916244,-51.071569
403,ARUJÁ,SÃO PAULO,SP,3503901,-23.396476,-46.319983
404,ARVOREDO,SANTA CATARINA,SC,4201653,-27.075291,-52.457185
405,ARVOREZINHA,RIO GRANDE DO SUL,RS,4301404,-28.873690,-52.178080
406,ASCURRA,SANTA CATARINA,SC,4201703,-26.956997,-49.376775
407,ASPÁSIA,SÃO PAULO,SP,3503950,-20.160028,-50.728046
408,ASSAÍ,PARANÁ,PR,4101903,-23.373604,-50.845493
409,ASSARÉ,CEARÁ,CE,2301604,-6.874679,-39.874138
410,ASSIS,SÃO PAULO,SP,3504008,-22.662089,-50.420623
411,ASSIS BRASIL,ACRE,AC,1200054,-10.940920,-69.567211
412,ASSIS CHATEAUBRIAND,PARANÁ,PR,4102000,-24.405483,-53.512047
413,ASSUNÇÃO,PARAÍBA,PB,2501351,-7.073396,-36.727400
414,ASSUNÇÃO DO PIAUÍ,PIAUÍ,PI,2201051,-5.861021,-41.048509
415,ASTOLFO DUTRA,MINAS GERAIS,MG,3104601,-21.313264,-42.862410
416,ASTORGA,PARANÁ,PR,4102109,-23.235018,-51.664707
417,ATALAIA,ALAGOAS,AL,2700409,-9.466000,-36.012709
418,ATALAIA,PARANÁ,PR,4102208,-23.151383,-52.052970
419,ATALAIA DO NORTE,AMAZONAS,AM,1300201,-4.370551,-70.196700
420,ATALANTA,SANTA CATARINA,SC,4201802,-27.421916,-49.778863
421,ATALÉIA,MINAS GERAIS,MG,3104700,-18.037159,-41.106890
422,ATIBAIA,SÃO PAULO,SP,3504107,-23.116940,-46.550280
423,ATÍLIO VIVACQUA,ESPÍRITO SANTO,ES,3200706,-20.919056,-41.194378
424,AUGUSTINÓPOLIS,TOCANTINS,TO,1702554,-5.466227,-47.889752
425,AUGUSTO CORRÊA,PARÁ,PA,1500909,-1.051087,-46.614684
426,AUGUSTO DE LIMA,MINAS GERAIS,MG,3104809,-18.109296,-44.265194
427,AUGUSTO PESTANA,RIO GRANDE DO SUL,RS,4301503,-28.524788,-54.007282
428,AUGUSTO SEVERO,RIO GRANDE DO NORTE,RN,2401305,-5.869784,-35.360961
429,ÁUREA,RIO GRANDE DO SUL,RS,4301552,-27.697092,-52.052178
430,AURELINO LEAL,BAHIA,BA,2902401,-14.316714,-39.325611
431,AURIFLAMA,SÃO PAULO,SP,3504206,-20.684042,-50.555462
432,AURILÂNDIA,GOIÁS,GO,5202601,-16.677260,-50.464123
433,AURORA,CEARÁ,CE,2301703,-6.942602,-38.969376
434,AURORA,SANTA CATARINA,SC,4201901,-28.751554,-49.295784
435,AURORA DO PARÁ,PARÁ,PA,1500958,-2.260079,-47.706781
436,AURORA DO TOCANTINS,TOCANTINS,TO,1702703,-12.710450,-46.407604
437,AUTAZES,AMAZONAS,AM,1300300,-3.583328,-59.130152
438,AVAÍ,SÃO PAULO,SP,3504305,-22.156466,-49.331639
439,AVANHANDAVA,SÃO PAULO,SP,3504404,-21.460333,-49.946516
440,AVARÉ,SÃO PAULO,SP,3504503,-23.104521,-48.925910
441,AVEIRO,PARÁ,PA,1501006,-3.692335,-55.284576
442,AVELINO LOPES,PIAUÍ,PI,2201101,-10.134685,-43.948952
443,AVELINÓPOLIS,GOIÁS,GO,5202809,-16.467241,-49.757866
444,AXIXÁ,MARANHÃO,MA,2101103,-2.837946,-44.056105
445,AXIXÁ DO TOCANTINS,TOCANTINS,TO,1702901,-5.612747,-47.770070
446,BABAÇULÂNDIA,TOCANTINS,TO,1703008,-7.203435,-47.761613
447,BACABAL,MARANHÃO,MA,2101202,-4.231813,-44.781167
448,BACABEIRA,MARANHÃO,MA,2101251,-2.977575,-44.315594
449,BACURI,MARANHÃO,MA,2101301,-1.729082,-45.140567
450,BACURITUBA,MARANHÃO,MA,2101350,-2.710659,-44.738002
451,BADY BASSITT,SÃO PAULO,SP,3504602,-20.932500,-49.424403
452,BAEPENDI,MINAS GERAIS,MG,3104908,-21.959162,-44.889925
453,BAGÉ,RIO GRANDE DO SUL,RS,4301602,-31.328714,-54.107063
454,BAGRE,PARÁ,PA,1501105,-1.899450,-50.210384
455,BAÍA DA TRAIÇÃO,PARAÍBA,PB,2501401,-6.691258,-34.937124
456,BAÍA FORMOSA,RIO GRANDE DO NORTE,RN,2401404,-6.369188,-35.006374
457,BAIANÓPOLIS,BAHIA,BA,2902500,-12.306756,-44.538359
458,BAIÃO,PARÁ,PA,1501204,-2.820808,-49.573142
459,BAIXA GRANDE,BAHIA,BA,2902609,-11.963094,-40.165754
460,BAIXA GRANDE DO RIBEIRO,PIAUÍ,PI,2201150,-7.862989,-45.211021
461,BAIXIO,CEARÁ,CE,2301802,-6.730354,-38.717009
462,BAIXO GUANDU,ESPÍRITO SANTO,ES,3200805,-19.513832,-41.018209
463,BALBINOS,SÃO PAULO,SP,3504701,-21.900625,-49.358397
464,BALDIM,MINAS GERAIS,MG,3105004,-19.291357,-43.955826
465,BALIZA,GOIÁS,GO,5203104,-16.197812,-52.542789
466,BALNEÁRIO ARROIO DO SILVA,SANTA CATARINA,SC,4201950,-28.981527,-49.418993
467,BALNEÁRIO BARRA DO SUL,SANTA CATARINA,SC,4202057,-26.459842,-48.606147
468,BALNEÁRIO CAMBORIÚ,SANTA CATARINA,SC,4202008,-26.992439,-48.633978
469,BALNEÁRIO GAIVOTA,SANTA CATARINA,SC,4202073,-29.155310,-49.580871
470,BALNEÁRIO PIÇARRAS,SANTA CATARINA,SC,4212809,-26.763889,-48.671667
471,BALNEÁRIO PINHAL,RIO GRANDE DO SUL,RS,4301636,-30.220000,-50.264237
472,BALNEÁRIO RINCÃO,SANTA CATARINA,SC,4220000,-28.823572,-49.224164
473,BALSA NOVA,PARANÁ,PR,4102307,-25.584223,-49.631274
474,BÁLSAMO,SÃO PAULO,SP,3504800,-20.734372,-49.580748
475,BALSAS,MARANHÃO,MA,2101400,-7.532140,-46.037163
476,BAMBUÍ,MINAS GERAIS,MG,3105103,-20.013200,-45.977703
477,BANABUIÚ,CEARÁ,CE,2301851,-5.304640,-38.919766
478,BANANAL,SÃO PAULO,SP,3504909,-22.682819,-44.322109
479,BANANEIRAS,PARAÍBA,PB,2501500,-6.753768,-35.633834
480,BANDEIRA,MINAS GERAIS,MG,3105202,-15.884444,-40.559167
481,BANDEIRA DO SUL,MINAS GERAIS,MG,3105301,-21.728056,-46.385555
482,BANDEIRANTE,SANTA CATARINA,SC,4202081,-26.767740,-53.639760
483,BANDEIRANTES,PARANÁ,PR,4102406,-23.107788,-50.370407
484,BANDEIRANTES,MATO GROSSO DO SUL,MS,5001508,-19.854500,-54.166238
485,BANDEIRANTES DO TOCANTINS,TOCANTINS,TO,1703057,-7.763570,-48.579148
486,BANNACH,PARÁ,PA,1501253,-7.350850,-50.406453
487,BANZAÊ,BAHIA,BA,2902658,-10.582762,-38.612230
488,BARÃO,RIO GRANDE DO SUL,RS,4301651,-29.372474,-51.494908
489,BARÃO DE ANTONINA,SÃO PAULO,SP,3505005,-23.569422,-49.572609
490,BARÃO DE COCAIS,MINAS GERAIS,MG,3105400,-19.946111,-43.486944
491,BARÃO DE COTEGIPE,RIO GRANDE DO SUL,RS,4301701,-27.620785,-52.379820
492,BARÃO DE GRAJAÚ,MARANHÃO,MA,2101509,-6.751758,-43.026195
493,BARÃO DE MELGAÇO,MATO GROSSO,MT,5101605,-16.195776,-55.966805
494,BARÃO DE MONTE ALTO,MINAS GERAIS,MG,3105509,-21.244722,-42.237500
495,BARÃO DO TRIUNFO,RIO GRANDE DO SUL,RS,4301750,-30.430534,-51.801149
496,BARAÚNA,RIO GRANDE DO NORTE,RN,2401453,-5.077500,-37.617520
497,BARAÚNA,PARAÍBA,PB,2501534,-6.621641,-36.255630
498,BARBACENA,MINAS GERAIS,MG,3105608,-21.225452,-43.773509
499,BARBALHA,CEARÁ,CE,2301901,-7.306637,-39.301381
500,BARBOSA,SÃO PAULO,SP,3505104,-21.265661,-49.951816
501,BARBOSA FERRAZ,PARANÁ,PR,4102505,-24.028718,-52.008110
502,BARCARENA,PARÁ,PA,1501303,-1.510794,-48.619068
503,BARCELONA,RIO GRANDE DO NORTE,RN,2401503,-5.981453,-35.930550
504,BARCELOS,AMAZONAS,AM,1300409,-0.972921,-62.925635
505,BARIRI,SÃO PAULO,SP,3505203,-22.074635,-48.739485
506,BARRA,BAHIA,BA,2902708,-12.999413,-38.518268
507,BARRA BONITA,SÃO PAULO,SP,3505302,-22.476571,-48.557061
508,BARRA BONITA,SANTA CATARINA,SC,4202099,-27.265754,-51.911978
509,BARRA DA ESTIVA,BAHIA,BA,2902807,-13.626966,-41.327829
510,BARRA D'ALCÂNTARA,PIAUÍ,PI,2201176,-6.520926,-42.107109
511,BARRA DE GUABIRABA,PERNAMBUCO,PE,2601300,-8.419777,-35.634949
512,BARRA DE SANTA ROSA,PARAÍBA,PB,2501609,-6.721801,-36.056464
513,BARRA DE SANTANA,PARAÍBA,PB,2501575,-7.523086,-35.998852
514,BARRA DE SANTO ANTÔNIO,ALAGOAS,AL,2700508,-9.382609,-35.586480
515,BARRA DE SÃO FRANCISCO,ESPÍRITO SANTO,ES,3200904,-18.757090,-40.891612
516,BARRA DE SÃO MIGUEL,PARAÍBA,PB,2501708,-7.679528,-36.305679
517,BARRA DE SÃO MIGUEL,ALAGOAS,AL,2700607,-9.818554,-35.932274
518,BARRA DO BUGRES,MATO GROSSO,MT,5101704,-15.068371,-57.185369
519,BARRA DO CHAPÉU,SÃO PAULO,SP,3505351,-24.443000,-49.081129
520,BARRA DO CHOÇA,BAHIA,BA,2902906,-14.863817,-40.576164
521,BARRA DO CORDA,MARANHÃO,MA,2101608,-5.496823,-45.248496
522,BARRA DO GARÇAS,MATO GROSSO,MT,5101803,-15.891603,-52.261541
523,BARRA DO GUARITA,RIO GRANDE DO SUL,RS,4301859,-27.213917,-53.750955
524,BARRA DO JACARÉ,PARANÁ,PR,4102703,-23.115179,-50.181394
525,BARRA DO MENDES,BAHIA,BA,2903003,-11.806275,-42.059397
526,BARRA DO OURO,TOCANTINS,TO,1703073,-7.711378,-47.674392
527,BARRA DO PIRAÍ,RIO DE JANEIRO,RJ,3300308,-22.470340,-43.826326
528,BARRA DO QUARAÍ,RIO GRANDE DO SUL,RS,4301875,-30.208576,-57.551008
529,BARRA DO RIBEIRO,RIO GRANDE DO SUL,RS,4301909,-30.293021,-51.301437
530,BARRA DO RIO AZUL,RIO GRANDE DO SUL,RS,4301925,-27.392682,-52.399913
531,BARRA DO ROCHA,BAHIA,BA,2903102,-14.209097,-39.600439
532,BARRA DO TURVO,SÃO PAULO,SP,3505401,-24.875423,-48.425340
533,BARRA DOS COQUEIROS,SERGIPE,SE,2800605,-10.907569,-37.038625
534,BARRA FUNDA,RIO GRANDE DO SUL,RS,4301958,-27.919116,-53.011633
535,BARRA LONGA,MINAS GERAIS,MG,3105707,-20.283159,-43.042204
536,BARRA MANSA,RIO DE JANEIRO,RJ,3300407,-22.539484,-44.173513
537,BARRA VELHA,SANTA CATARINA,SC,4202107,-26.633820,-48.683500
538,BARRACÃO,PARANÁ,PR,4102604,-26.252395,-53.634958
539,BARRACÃO,RIO GRANDE DO SUL,RS,4301800,-27.765416,-51.420795
540,BARRAS,PIAUÍ,PI,2201200,-4.244615,-42.292024
541,BARREIRA,CEARÁ,CE,2301950,-4.288336,-38.641094
542,BARREIRAS,BAHIA,BA,2903201,-12.144003,-44.996741
543,BARREIRAS DO PIAUÍ,PIAUÍ,PI,2201309,-9.922452,-45.476378
544,BARREIRINHA,AMAZONAS,AM,1300508,-2.798863,-57.067897
545,BARREIRINHAS,MARANHÃO,MA,2101707,-2.754127,-42.825969
546,BARREIROS,PERNAMBUCO,PE,2601409,-8.815964,-35.183190
547,BARRETOS,SÃO PAULO,SP,3505500,-20.553144,-48.569751
548,BARRINHA,SÃO PAULO,SP,3505609,-21.189885,-48.155064
549,BARRO,CEARÁ,CE,2302008,-4.487711,-40.807281
550,BARRO ALTO,BAHIA,BA,2903235,-11.761802,-41.909490
551,BARRO ALTO,GOIÁS,GO,5203203,-14.969602,-48.919098
552,BARRO DURO,PIAUÍ,PI,2201408,-5.818014,-42.510659
553,BARRO PRETO,BAHIA,BA,2903300,-14.806829,-39.472759
554,BARROCAS,BAHIA,BA,2903276,-11.516500,-39.099283
555,BARROLÂNDIA,TOCANTINS,TO,1703107,-9.837246,-48.726435
556,BARROQUINHA,CEARÁ,CE,2302057,-3.021548,-41.134062
557,BARROS CASSAL,RIO GRANDE DO SUL,RS,4302006,-29.099107,-52.604124
558,BARROSO,MINAS GERAIS,MG,3105905,-21.187222,-43.976111
559,BARUERI,SÃO PAULO,SP,3505708,-23.511218,-46.876461
560,BASTOS,SÃO PAULO,SP,3505807,-21.920048,-50.734433
561,BATAGUASSU,MATO GROSSO DO SUL,MS,5001904,-21.715899,-52.422058
562,BATALHA,PIAUÍ,PI,2201507,-4.022391,-42.078093
563,BATALHA,ALAGOAS,AL,2700706,-9.673381,-37.126548
564,BATATAIS,SÃO PAULO,SP,3505906,-20.892867,-47.592149
565,BATAYPORÃ,MATO GROSSO DO SUL,MS,5002001,-22.297647,-53.268561
566,BATURITÉ,CEARÁ,CE,2302107,-4.329020,-38.882105
567,BAURU,SÃO PAULO,SP,3506003,-22.321810,-49.070586
568,BAYEUX,PARAÍBA,PB,2501807,-7.130163,-34.936532
569,BEBEDOURO,SÃO PAULO,SP,3506102,-20.949077,-48.479083
570,BEBERIBE,CEARÁ,CE,2302206,-4.181047,-38.129810
571,BELA CRUZ,CEARÁ,CE,2302305,-3.052913,-40.167582
572,BELA VISTA,MATO GROSSO DO SUL,MS,5002100,-22.107327,-56.531734
573,BELA VISTA DA CAROBA,PARANÁ,PR,4102752,-25.879282,-53.667254
574,BELA VISTA DE GOIÁS,GOIÁS,GO,5203302,-16.969295,-48.951307
575,BELA VISTA DE MINAS,MINAS GERAIS,MG,3106002,-19.828972,-43.097369
576,BELA VISTA DO MARANHÃO,MARANHÃO,MA,2101772,-3.741637,-45.251419
577,BELA VISTA DO PARAÍSO,PARANÁ,PR,4102802,-23.006007,-51.245422
578,BELA VISTA DO PIAUÍ,PIAUÍ,PI,2201556,-7.971635,-41.871506
579,BELA VISTA DO TOLDO,SANTA CATARINA,SC,4202131,-26.274625,-50.466354
580,BELÁGUA,MARANHÃO,MA,2101731,-3.160403,-43.508505
581,BELÉM,PARÁ,PA,1501402,-1.450560,-48.468245
582,BELÉM,PARAÍBA,PB,2501906,-6.696759,-35.536963
583,BELÉM,ALAGOAS,AL,2700805,-9.546000,-36.495094
584,BELÉM DE MARIA,PERNAMBUCO,PE,2601508,-8.633197,-35.801016
585,BELÉM DO BREJO DO CRUZ,PARAÍBA,PB,2502003,-6.188073,-37.533227
586,BELÉM DO PIAUÍ,PIAUÍ,PI,2201572,-7.376730,-40.971216
587,BELÉM DO SÃO FRANCISCO,PERNAMBUCO,PE,2601607,-8.751771,-38.962571
588,BELFORD ROXO,RIO DE JANEIRO,RJ,3300456,-22.766728,-43.403360
589,BELMIRO BRAGA,MINAS GERAIS,MG,3106101,-21.948629,-43.413564
590,BELMONTE,BAHIA,BA,2903409,-15.863084,-38.879284
591,BELMONTE,SANTA CATARINA,SC,4202156,-26.844826,-53.578916
592,BELO CAMPO,BAHIA,BA,2903508,-15.033829,-41.258511
593,BELO HORIZONTE,MINAS GERAIS,MG,3106200,-19.922732,-43.945095
594,BELO JARDIM,PERNAMBUCO,PE,2601706,-8.333829,-36.417642
595,BELO MONTE,ALAGOAS,AL,2700904,-9.813287,-37.174559
596,BELO ORIENTE,MINAS GERAIS,MG,3106309,-19.223252,-42.480703
597,BELO VALE,MINAS GERAIS,MG,3106408,-20.407778,-44.024167
598,BELTERRA,PARÁ,PA,1501451,-2.636091,-54.937392
599,BENEDITINOS,PIAUÍ,PI,2201606,-5.456887,-42.363768
600,BENEDITO LEITE,MARANHÃO,MA,2101806,-7.218495,-44.554093
601,BENEDITO NOVO,SANTA CATARINA,SC,4202206,-26.784066,-49.362951
602,BENEVIDES,PARÁ,PA,1501501,-1.355558,-48.252235
603,BENJAMIN CONSTANT,AMAZONAS,AM,1300607,-4.381307,-70.032992
604,BENJAMIN CONSTANT DO SUL,RIO GRANDE DO SUL,RS,4302055,-27.484531,-52.633647
605,BENTO DE ABREU,SÃO PAULO,SP,3506201,-21.316500,-50.835477
606,BENTO FERNANDES,RIO GRANDE DO NORTE,RN,2401602,-5.670919,-35.776757
607,BENTO GONÇALVES,RIO GRANDE DO SUL,RS,4302105,-29.165494,-51.521014
608,BEQUIMÃO,MARANHÃO,MA,2101905,-2.449538,-44.788489
609,BERILO,MINAS GERAIS,MG,3106507,-16.951576,-42.464373
610,BERIZAL,MINAS GERAIS,MG,3106655,-15.611878,-41.741738
611,BERNARDINO BATISTA,PARAÍBA,PB,2502052,-6.453217,-38.549542
612,BERNARDINO DE CAMPOS,SÃO PAULO,SP,3506300,-23.014022,-49.476072
613,BERNARDO DO MEARIM,MARANHÃO,MA,2101939,-4.630834,-44.760925
614,BERNARDO SAYÃO,TOCANTINS,TO,1703206,-7.874812,-48.889273
615,BERTIOGA,SÃO PAULO,SP,3506359,-23.848568,-46.139586
616,BERTOLÍNIA,PIAUÍ,PI,2201705,-7.637216,-43.954061
617,BERTÓPOLIS,MINAS GERAIS,MG,3106606,-17.063333,-40.573889
618,BERURI,AMAZONAS,AM,1300631,-3.900713,-61.371732
619,BETÂNIA,PERNAMBUCO,PE,2601805,-8.274278,-38.035177
620,BETÂNIA DO PIAUÍ,PIAUÍ,PI,2201739,-8.146632,-40.795887
621,BETIM,MINAS GERAIS,MG,3106705,-19.968056,-44.198333
622,BEZERROS,PERNAMBUCO,PE,2601904,-8.237213,-35.755826
623,BIAS FORTES,MINAS GERAIS,MG,3106804,-21.605833,-43.756944
624,BICAS,MINAS GERAIS,MG,3106903,-21.721372,-43.060433
625,BIGUAÇU,SANTA CATARINA,SC,4202305,-27.496128,-48.654243
626,BILAC,SÃO PAULO,SP,3506409,-21.403962,-50.474640
627,BIQUINHAS,MINAS GERAIS,MG,3107000,-18.783611,-45.502222
628,BIRIGUI,SÃO PAULO,SP,3506508,-21.290849,-50.341440
629,BIRITIBA MIRIM,SÃO PAULO,SP,3506607,-23.569776,-46.040697
630,BIRITINGA,BAHIA,BA,2903607,-11.622791,-38.806674
631,BITURUNA,PARANÁ,PR,4102901,-26.161281,-51.553332
632,BLUMENAU,SANTA CATARINA,SC,4202404,-26.919557,-49.065802
633,BOA ESPERANÇA,MINAS GERAIS,MG,3107109,-21.090125,-45.566019
634,BOA ESPERANÇA,ESPÍRITO SANTO,ES,3201001,-18.528807,-40.253016
635,BOA ESPERANÇA,PARANÁ,PR,4103008,-23.135613,-52.552143
636,BOA ESPERANÇA DO IGUAÇU,PARANÁ,PR,4103024,-25.636285,-53.213911
637,BOA ESPERANÇA DO SUL,SÃO PAULO,SP,3506706,-21.948920,-48.477832
638,BOA HORA,PIAUÍ,PI,2201770,-4.925212,-41.586900
639,BOA NOVA,BAHIA,BA,2903706,-14.365907,-40.206306
640,BOA VENTURA,PARAÍBA,PB,2502102,-7.420246,-38.215678
641,BOA VENTURA DE SÃO ROQUE,PARANÁ,PR,4103040,-24.881770,-51.544129
642,BOA VIAGEM,CEARÁ,CE,2302404,-5.126188,-39.730005
643,BOA VISTA,RORAIMA,RR,1400100,2.820848,-60.671958
644,BOA VISTA,PARAÍBA,PB,2502151,-7.262071,-36.241516
645,BOA VISTA DA APARECIDA,PARANÁ,PR,4103057,-25.435722,-53.406772
646,BOA VISTA DAS MISSÕES,RIO GRANDE DO SUL,RS,4302154,-27.682270,-53.370974
647,BOA VISTA DO BURICÁ,RIO GRANDE DO SUL,RS,4302204,-27.668778,-54.111191
648,BOA VISTA DO CADEADO,RIO GRANDE DO SUL,RS,4302220,-28.591518,-53.787930
649,BOA VISTA DO GURUPI,MARANHÃO,MA,2101970,-1.798117,-46.307188
650,BOA VISTA DO INCRA,RIO GRANDE DO SUL,RS,4302238,-28.886500,-53.482850
651,BOA VISTA DO RAMOS,AMAZONAS,AM,1300680,-2.952575,-57.531538
652,BOA VISTA DO SUL,RIO GRANDE DO SUL,RS,4302253,-29.354000,-51.686968
653,BOA VISTA DO TUPIM,BAHIA,BA,2903805,-12.660599,-40.608359
654,BOCA DA MATA,ALAGOAS,AL,2701001,-9.663000,-36.163400
655,BOCA DO ACRE,AMAZONAS,AM,1300706,-8.571773,-68.274364
656,BOCAINA,PIAUÍ,PI,2201804,-7.689038,-41.877239
657,BOCAINA,SÃO PAULO,SP,3506805,-22.144171,-48.529486
658,BOCAINA DE MINAS,MINAS GERAIS,MG,3107208,-22.167778,-44.394722
659,BOCAINA DO SUL,SANTA CATARINA,SC,4202438,-27.745494,-49.942279
660,BOCAIÚVA,MINAS GERAIS,MG,3107307,-17.116021,-43.812268
661,BOCAIÚVA DO SUL,PARANÁ,PR,4103107,-25.206591,-49.114131
662,BODÓ,RIO GRANDE DO NORTE,RN,2401651,-5.986756,-36.412698
663,BODOCÓ,PERNAMBUCO,PE,2602001,-7.777592,-39.933797
664,BODOQUENA,MATO GROSSO DO SUL,MS,5002159,-20.550877,-56.676965
665,BOFETE,SÃO PAULO,SP,3506904,-23.101955,-48.261053
666,BOITUVA,SÃO PAULO,SP,3507001,-23.285490,-47.678690
667,BOM CONSELHO,PERNAMBUCO,PE,2602100,-9.153931,-36.719492
668,BOM DESPACHO,MINAS GERAIS,MG,3107406,-19.737524,-45.251729
669,BOM JARDIM,MARANHÃO,MA,2102002,-3.541290,-45.606004
670,BOM JARDIM,PERNAMBUCO,PE,2602209,-7.787371,-35.569819
671,BOM JARDIM,RIO DE JANEIRO,RJ,3300506,-21.440004,-41.133619
672,BOM JARDIM DA SERRA,SANTA CATARINA,SC,4202503,-28.338032,-49.625588
673,BOM JARDIM DE GOIÁS,GOIÁS,GO,5203401,-16.206266,-52.172793
674,BOM JARDIM DE MINAS,MINAS GERAIS,MG,3107505,-21.947647,-44.190603
675,BOM JESUS,PIAUÍ,PI,2201903,-9.071164,-44.358393
676,BOM JESUS,RIO GRANDE DO NORTE,RN,2401701,-6.005500,-35.594524
677,BOM JESUS,PARAÍBA,PB,2502201,-6.815441,-38.655458
678,BOM JESUS,SANTA CATARINA,SC,4202537,-28.228945,-48.981160
679,BOM JESUS,RIO GRANDE DO SUL,RS,4302303,-30.042721,-51.162662
680,BOM JESUS DA LAPA,BAHIA,BA,2903904,-13.250571,-43.410754
681,BOM JESUS DA PENHA,MINAS GERAIS,MG,3107604,-21.016530,-46.522664
682,BOM JESUS DA SERRA,BAHIA,BA,2903953,-14.372408,-40.504712
683,BOM JESUS DAS SELVAS,MARANHÃO,MA,2102036,-4.487807,-46.852664
684,BOM JESUS DE GOIÁS,GOIÁS,GO,5203500,-18.217459,-49.739721
685,BOM JESUS DO AMPARO,MINAS GERAIS,MG,3107703,-19.704513,-43.475291
686,BOM JESUS DO ARAGUAIA,MATO GROSSO,MT,5101852,-12.172883,-51.505661
687,BOM JESUS DO GALHO,MINAS GERAIS,MG,3107802,-19.828686,-42.316914
