tweets,sentimento
Apresento pra vcs o amor da minha vida :) https://t.co/CXG9mmEbye,Positivo
Tô de boa sim po Encolhida Chorando Nada de demais :),Positivo
"@RodrigoRoflin É uma decisão ruim, mas se vc tiver partição linux, pode ser suavizada. :)",Positivo
"@LoadComics @elcerdo Pior q tbm não sei a data mas sei q é depois da Bienal (GibiCon Curitiba) ah! Já adianto, os gibis não são meus não (como autor) são umas paradas q tenho e acho q vc vai curtir, lá trocamos uma idéia sim :)",Positivo
@joaogomeesz @bielconn o José trabalhando como anjo :D,Positivo
"@andrezarocha_rh Só vi gente do nubank até hoje, e foi bem legal o papo :)",Positivo
"@jolopesjr hauahauahhahaha NÃO. Ace é sigla para assexual, :) Eu faço Direito mesmo.",Positivo
Acabei a série e agora nao tenho nada para fazer :)),Positivo
"além do mais, pensem duas vezes antes de pregar qualquer coisa relacionada a amor ao próximo quando seu ego vê necessidade de julgar os outros por retweets e curtidas :)",Positivo
Vcs ainda vão me aguentar por um bom tempo :) https://t.co/mM1CUvc65D,Positivo
@SaikoMene Eu sei fazer miojo :),Positivo
"O numero 1 combina com vc , a melhor :p — KJSKSJKSJS vlw https://t.co/jkqr0uWZh3",Positivo
Eu sou otima mesmo . :)))))) https://t.co/oq28KKDFhG,Positivo
@Corinthians @Pes2019 @JrAlcemar será que tem o estádio do Lamengo ???? :),Positivo
@pe_barroso q engraçado :),Positivo
meu querido celular acabou de dar problema :),Positivo
eu tenho consideração pelas pessoas que vão ouvir :),Positivo
"sigo-te há pouco tempo no Twitter, what you like to do for fun? :) — só gosto de dormir https://t.co/pjv36QUes6",Positivo
"@LGajko Ah.... sei lá sabe larissinha... melhor ficar quietinho 🤩🤩, porem se gosto dos ratos que eu joguei no seu cc lá? Você q pediu :)",Positivo
"@moleculoide @XadrezVerbal ATENUADOS ou DILUÍDOS? Ouvi falar que quanto mais se usa um trocadilho, mais diluído nas redes ele fica, aumentando o efeito da zueira... :P",Positivo
"ggwp @RevoltzClub 3-0 e estamos nos playoffs da GGBet Summer :) Vlw quem torceu por nós, tmj! &lt;3 #GOSANTOS",Positivo
@carolinam hahahaha GENIAL! amei! já salvei :P,Positivo
@ReFerreir4 oi prazer :),Positivo
Quem e Julia ? Sua filha :) — Julia minha melhor amiga https://t.co/2U51dZ7uta,Positivo
"@gabrechaves exato, eu adoro seu perfil e admiro tudo que tu “ensina” sobre veganismo e luta pelos animais. tá de parabéns, nunca pare com essa luta. vamos vencer um dia! :))))) sucesso pra você, mano",Positivo
"1- A primeira impressão que eu tive dessa moça foi que ela não gostava de mim, mas na verdade ela não gostava de ninguém mesmo :) eram poucas as pessoas que conseguiram fazer amizade com ela e felizmente eu entrei nesse grupo❤(isso pq foi na 5°/6° série)",Positivo
"@harriegogh arrr gaia! deu o maior trabalho do universo, juro que to o dia todo nisso 🤧 se quiser realmente aprender mesmo sendo muito trabalhoso me chame na dm, meu doce :)",Positivo
@anejoestar Ah tá. Achei que o que diferenciava o shonen ai do Yahoo era só a putaria mesmo :P,Positivo
"@Doug_funnier_ Algumas ficaram sem entender, outras riram e se identificaram, outras olharam torto. Mas a palestra tava maravilhosa, deu tudo certo e uma galera fez altas perguntas :)",Positivo
@alicxxz claro né meu amor me preocupo :)),Positivo
Enfim :),Positivo
@PasseEPosse Muito obrigado! :),Positivo
depois de uma duas semanas de crises constantes... :) obrigada. https://t.co/rGgQsVM6fg,Positivo
"Qual o seu videogame favorito? 🕹 — só jogo no pc :) mas de jogos; the sims 3 e 4, sim city {sou muiito nutela scr} https://t.co/xL0tyNB23e",Positivo
"@marcietakesover era só pra passar uma ideia, até pq essa playlist n é minha, é dum dos criadores da Feeling This e ela também tá desatualizada pq ele vazou da festa ano passado. Se quiser uma minha eu posso montar aqui e te mandar :)",Positivo
"@icpatovilanova pode inscreve os campeão já, eu e o @kevinzrnn :P",Positivo
"@luquinha Boa sorte. A panini vai te ligar para vc renovar a assinatura durante os 5, 6.. próximos anos!! Aconteceu comigo :) vc pede para n ligarem e n adianta",Positivo
Eu tô morando com pessoas que nem olham na minha cara :),Positivo
Gostei de um vídeo @YouTube https://t.co/4ankwgcRfk 18: [PS4] Minha primeira vez.....Draft ! Vamo troca ideia :),Positivo
que bom :) https://t.co/60CoJX5X7K,Positivo
"@Taatyta Sim, fiz de frango e queijo :-)",Positivo
"Eu penso que sim, I don't know — va manda lá dm ent! :) https://t.co/axEBfaWsYm",Positivo
"@AnaElisa_Ane Obrigado, Ana :)",Positivo
"Oficialmente, eu desisto ^^ voltar pra vida antiga que pelo menos eu era feliz :))",Positivo
No geral tem várias mensagens legais com críticas construtivas e ponderadas que ajudam a gente a sacar o que melhorar :),Positivo
Uma linda mulher :-) https://t.co/CxecSGH4SS,Positivo
@52Sequeira Sem dúvida :))),Positivo
"Parti o telemóvel e não sei como. Simplesmente tinha-o no bolso de trás, não me sentei, não me encostei, nada! E quando o tiro está todo partido em baixo :)",Positivo
"Queria ser aquelas pessoas que posta aquelas frases bonitas aqui no twitter, no Facebook, status do wpp. Mas nasci pra ser a pessoa que só posta merda e que de alguma forma faz outra pessoa rir do outro lado, pelo menos tento :)",Positivo
@selotrshthink se fincionar avisa que ate eu credito para poder pedir para ele :P,Positivo
venus é quase igual a terra em vários aspecto ... so daqui ha uns 120 anos q ele vai estar alinhado dnv a terra ... por enquanto é a estrela mais brilhante do ceu noturno :),Positivo
"@fioda Sim, e o que vem em ptbr a maioria é tudo tradução porca :P",Positivo
"Alguém vai estar no Fórum Ecommerce Brasil amanhã? Vem me ver no estande do @Buscape, às 10h! :)",Positivo
"Não é facil, não pensar em você. — Espero que sejam pensamentos bons :) https://t.co/bnrgaQXuC4",Positivo
"N precisa saber, só curiosidade minha. Bye :) — Poxa, eu gostaria de saber Mas né Tchauzinho https://t.co/Cjx7ArkNnG",Positivo
@_martinjc_ combinado!! se tu deixar eu fazer minhas piadas no meio... :),Positivo
@iconicotinapfv Foi no domingo eu sei mas eu não vi porque tava nublado em Felgueiras :),Positivo
vou curtir a pergunta passada :) — hahahahahaha ok! https://t.co/7oW8B8sxRP,Positivo
"Tu é bem linda enois — Ahh não acho, mas obrigada, enois :) https://t.co/pWT5JNkQwE",Positivo
"Boa noite, gente linda, e até mais. :)",Positivo
"@anejoestar Ah, o Japão tem várias dessas. É o famoso ""came for the porn, stayed for the plot"" :P",Positivo
"VAMOS QUE VAMOS MINHA GENTE, ARIANA AGRADECE! :) #MMVAs #iHeartRadioMMVAs #FFSingleNoTears https://t.co/rfrEm9JYyz",Positivo
@taphaiela AHAUAHSUASHUS Eu posso ajudar :),Positivo
"oi, eu existo :) https://t.co/GAKclKrvnE",Positivo
@BucherDudu Qualquer coisa estou aqui :),Positivo
"Sua beleza ultrapassa qualquer nível estético,pra mim mais bonito q seu rosto,é sua alma,sua bondade,sua generosidade ,sua humildade e seu amor e vontade de fazer todos ao seu redor sorrirem e ficarem bem ! Você merece tudo de melhor. obr por tudo; :) #LOVE_YOURSELF_結_Answer https://t.co/dT01ntSqy5",Positivo
pessoas q riem com ‘RKJEJFHE’ e usam :) são as unicas q eu confiaria a minha vida,Positivo
Eu sou puro ódio e as pessoas não caem na real pelo fato de me ver sorrindo kkk Queridos estou sempre sorrindo pq quando vejo vcs lembro que vão todos morrer e isso me conforta : ) Boa noite,Positivo
@ThiagoqGonzaga Gasta com comida que é mais proveitoso :P,Positivo
ninguém nunca vai se apaixonar por você — eu sei e já me conformei :) https://t.co/I9sAbdI5EE,Positivo
@snopey_ Te desafio :),Positivo
"@maurocezar @carlosleardini Ele não ""intende"" bem a vida, Maurão. Releve e continue seu excelente trabalho :)",Positivo
@hikaru382 Hhmmm... legal! Vamos ver no que dá! :),Positivo
@Bea_goiss culpa da pastilha :),Positivo
Que horas é a lei do silêncio???? KKKKK aquelas... Vou ser uma vizinha insuportável e vou reclamar do barulho do bar :),Positivo
@bicicreta hahahahaha comer cookie é bom d+ etc :P,Positivo
Nunca pensei que ia dizer isso mas to tri afim de te pegar — Ushushua chama no probleminha ent bb :P https://t.co/x4umYy7Wvc,Positivo
@bela_morangoo e ajudei um pouco :-),Positivo
Eu tinha que aprender escala diatônica mas fiz o que hoje? NADA :) muito comprometida com a música,Positivo
"Q vontade de ir ate um restaurante japones, pegar um prato, botar varios sushis e comer eles :)",Positivo
Boa noite :),Positivo
"@FelipBittencour Se quiser algumas dicas de uso que podem ajudar no aumento, chama a gente na DM :)",Positivo
@infinitywarkand @farykitty @wolvesvsvamps @jeonmylover @zjmzoka Então me manda na dm :),Positivo
@BryanPinheiro3 Nos outros dias sou só bipolar e sem paciência mesmo :),Positivo
Companheiro para todas as horas. :-) https://t.co/4NTiHsnBH0,Positivo
@Pinho_Gus Hahahahah de boas :),Positivo
@itsjoanarocha sim veeeeeem :D,Positivo
Véspera de feriado aqui em São Carlos! Uhuuu :),Positivo
Eu tô tão fudida....Vou dormir :),Positivo
@Uriahahaha @fvguima @Mamilospod Já fizemos esse Debate de Bolso duas vezes :) https://t.co/oIXU3gnbbl https://t.co/QdzQ1N655n,Positivo
gosta de que tipo de música? — todas menos pagode :) https://t.co/BLPgBftnsf,Positivo
@wydarkness @pandalala10 Pensei q era só eu :),Positivo
eu ja sei o q preciso some good di.. scipline :) https://t.co/vX8nnoLgBX,Positivo
2º episódio da 4ª temporada de Better Call Saul show demais :D Vc só entende o título no final hahahaha #BetterCallSaul,Positivo
@Amorim_46 @Vascao117 Neste momento é o que menos importa! Estou apenas a dar um exemplo :)),Positivo
O que acontece quando vc diz não a uma mulher piranha é que ela caça outra piroca BEM MELHOR que a sua. Pq mulher piranha é independente :),Positivo
@L_brandinn77 longe p krl né n quero carona :),Positivo
@hiddlesafe Obrigada :),Positivo
só lembrando: nada é o que parece ser. :) https://t.co/11Siv1qq5g,Positivo
@renanbuenolopes uau agora estou muito feliz :D,Positivo
@brunaaad_ Ô melhoooor :)),Positivo
sorria você está vivo :),Positivo
"Eu já não consigo viver numa dimensão em Excel, documentações de processos, auditorias e eu sonhando com os índices de falhas da fábrica :)",Positivo
"@veluvgtan @BTSNoticia Sim anjo,se vc acha isso ok kkkkk mas eu acho totalmente diferente e vejo isso como uma interação taekook :)",Positivo
olha só quem vai madrugar vendo friends e perder a hora amanhã de novo :),Positivo
D- do pouco que conheço acho te mesmo muito porreiro e pareces ser bastante responsável e certo das tuas escolhas :)) Tudo de bom :),Positivo
Pena não haver pessoa hj em dia que dê valor a esse ponto :) https://t.co/Rcks0KAWCd,Positivo
"melhor coisa q fizeram foi colocar essa promoção do ngc de 8,50 no uber :)",Positivo
@YaEntro charlar cmgo :),Positivo
"só quero informar pra vocês que minha mesa digitalizadora voltou à funcionar, ou seja, vai ter mais umas artes digitais e esculturas ae :) &lt;3 obg à todos que gostam e acompanham meus desenhos &lt;3",Positivo
"@henrique5871 @Tu_Vais_Vencer O mandatário é o Alexandre Godinho. O Pedro Proença continua na viagem, no mesmo barco, trocando de posto. A ""coisa"" está igual. :)",Positivo
"@ellen_jabour Uaaaaau, muito lindo! Bem sua vibe! Eu sentaria todos os dias para escrever poesias, ler um bom livro , assistir um pôs do sol (ñ sei se daí consegue) e contemplar o oceano esperançoso para receber as estrelas! :)",Positivo
[#MONSTA_X] Instagram Story de 102.7 KIIS-FM 📷 Foto grupal :) https://t.co/DMwR08CVPj,Positivo
noiteee :),Positivo
@TsoukasGeorgios @manoelpaulo Vlw men :) vai melhorar logo to de volta,Positivo
"Resumo da noite: chateei me, chorei, carrossel, chorei, tô a caminho de casa e tô a chorar, se v parar? Não. Pq? Pq não consigo :))))",Positivo
@TomCruise Não quero que machuque os bichinhos ok? Eles são importantes pra Deus e também pra mim!!! :),Positivo
"@Kobalt_OP Td tem seu tempo mano, eu msm tô esperando meu tempo de meu canal crescer um pouco mais e chegar o tempo em q vc olha pra trás, ver e fala ""obg Senhor, por ter me acompanhado e por ter me capacitado ao chegar onde cheguei"" :)",Positivo
"Ter fome a estas horas é tão mau,, só de pensar que tinha de ir lá abaixo buscar comida :))))",Positivo
"@foxyfunkadelic Amig, feliz que você conhece ela :)",Positivo
Lendo o artigo do @diegoeis vejo que estou trabalhando no lugar certo :) https://t.co/TiQeHN9Ztz,Positivo
"@maisdeoitomil Ah é, e eu lembro de ter ficado bem confusa com algumas partes, acho que deve ser prq cortavam algumas coisas, aí algumas partes ficavam sem nexo e confusas. Mas eu lembro que eu gostava bastante de OP na minha infância e sempre cantava aquele rap estranho da abertura :p",Positivo
"Gente vou mudar de twitter @DuuhGG_ O novo mmais vou continuar sendo fc da mara,então me ajudem a fazer ela me seguir no meu novo twitter dando rt pra ela ver :) obrigado pela atenção @Turmix_Victor14 @toninbrocolis @CookieXeuryKase @Trem_Da_Mara @kittykatkase @anitta_ama_mara",Positivo
"@leaoadamsz Com uma guria aí, te chamo pra ser madrinha :)",Positivo
@eduardams182 Uuuuuuuuuuuu isso já gostooooooooooooooooooooooo :),Positivo
"@sexxhouis @GabsStylinson1 Eu dei, no insta :)",Positivo
Não flopou! Hahahaha Essa é a minha bio :) https://t.co/ssAkJuhea0,Positivo
"@crismereu Hahahaha, boa, menina Cris! Eu quero me empenhar mais nesses cuidados com o rosto :-)",Positivo
"@agmcinefilo Então, acabei de baixar :-)",Positivo
@francisco_c130 So um bocadinho :),Positivo
"@foolanna Um bom exercício para emagrecer é ficar doente. :) Gripe, por exemplo, é fácil de pegar e dá um ótimo resultado.",Positivo
"@rafaellafly Carinha no e-mail significa que você está sendo amigável, principalmente entre colaboradores da mesma empresa e mais ainda com clientes. Sempre uso as carinhas pra quebrar o clima chato com clientes, quando a gente precisa falar algo sem que fique “pesado” :) Essa &gt;&gt;&gt; :)",Positivo
"@paramonkeyss Quando eu voltar pra Floripa, nós vamos naquele quiosque da beira-mar que aluga bike KKKK :D",Positivo
Essa música... :),Positivo
"quem puder responder essa pesquisa, eu ficaria bem feliz :) https://t.co/p8TXQ82ogA",Positivo
eu sabia que tinha identificado a pessoa certa :)) https://t.co/BIsRx2W9aG,Positivo
Eu mesmo tive na infância: banco imobiliário :) https://t.co/FlC9bcnf9l,Positivo
"Cabelo cabelinho, cresce logo pf :)",Positivo
Amo muito essa música da @BandaMelim :) #TheVoiceBrasil,Positivo
beliscar o dedo no fichário :) https://t.co/wAV6wasDUc,Positivo
Finalmente esse dia lixo ta chegando ao fim :),Positivo
@mjcastr0_ Eu sei fazer miojo :),Positivo
"Queria estar vendo um filme e ganhando cafuné do boy, mas tô indo dormir pra enfrentar aula amanhã :)",Positivo
"@vyper @willbuildapps @capiconf @anacelibarbosa @mhgontijo @tiofusca @MathDonizete @cleiton_felipe @brunosbrunoro @blog_prado @turicas valeu! Se precisar de indicações de palestrantes de software livre/código aberto, estamos aí :-)",Positivo
Meu abrigo :) 💛 #TheVoiceBrasil,Positivo
Inclusive eu sendo amada pelo meu gato :) https://t.co/6PcOhIYaQc,Positivo
02:49 e tamos como? a comer leitão :))),Positivo
vai sair sab??? — se não tiver frio eu vou :) https://t.co/IDONYT6vj5,Positivo
"@LuigiTheBb Obg, Luigi. Acho que vou me esforçar para melhorar o agora e aproveitar ao máximo os pequenos momentos, :)",Positivo
@Amorim_46 @Vascao117 Então não digas que ninguém tweetou :)),Positivo
eu baixando mais uma temporada de one tree hill pra rever como se não tivesse milhões de coisas pra fazer :) https://t.co/zxepG5cBBe,Positivo
@flaviagasi Não.. você só é ocupada mesmo. :P,Positivo
Vou tomar chuva de unfollow por dizer que não curto o bruxinho :p,Positivo
@bandolinaa Obrigado : ),Positivo
"@_hannarayssa Across the Universe, já viu? :D https://t.co/NUvskEHVEs",Positivo
60. posso ta morrendo de calor ou de frio mas sempre coloco o ventilador ou uso o cobertor :),Positivo
Qual o seu videogame favorito? 🕹 — Aquele que fico em casa todo o dia a comer e a dormir :) https://t.co/8vJyxe56iu,Positivo
@pe_barroso tu mora em floripa bombinhas :),Positivo
"@AriProte Já quero ver kaiakajajakakkaka Tendi, foi só piada mesmo :)",Positivo
@nickmartins_ na hora tu vai saber :p,Positivo
e supostamente quem é que ia começar a fazer uma alimentação saudável e controlada? eu quem é que logo no primeiro dia fez tudo menos comer saudável? tb eu :))),Positivo
@Musicraftero felicidades muzi :D,Positivo
@nicadreams De nada :),Positivo
E eu me odeio por isso pq eu tava forçando uma coisa quando eu deveria estar cuidando de mim. :),Positivo
